"Country or Area","Year","Value","Value Footnotes"
"Afghanistan","2017","250000000",""
"Afghanistan","2016","176000000",""
"Afghanistan","2015","116000000",""
"Afghanistan","2014","288000000",""
"Afghanistan","2013","235000000",""
"Afghanistan","2012","521000000",""
"Afghanistan","2011","660000000",""
"Afghanistan","2010","377000000",""
"Afghanistan","2009","344000000",""
"Afghanistan","2008","150000000",""
"Afghanistan","2007","41000000",""
"Afghanistan","2006","3000000",""
"Afghanistan","2005","35000000",""
"Afghanistan","2002","34000000",""
"Afghanistan","1991","1438000000",""
"Afghanistan","1990","1900000000",""
"Afghanistan","1989","2176000000",""
"Afghanistan","1988","1065000000",""
"Afghanistan","1987","575000000",""
"Afghanistan","1986","299000000",""
"Afghanistan","1985","165000000",""
"Afghanistan","1984","380000000",""
"Afghanistan","1983","239000000",""
"Afghanistan","1982","298000000",""
"Afghanistan","1981","385000000",""
"Afghanistan","1980","355000000",""
"Afghanistan","1979","363000000",""
"Afghanistan","1978","283000000",""
"Afghanistan","1977","75000000",""
"Afghanistan","1976","230000000",""
"Afghanistan","1975","90000000",""
"Afghanistan","1972","124000000",""
"Afghanistan","1971","149000000",""
"Afghanistan","1970","9000000",""
"Afghanistan","1969","92000000",""
"Afghanistan","1968","145000000",""
"Afghanistan","1967","230000000",""
"Afghanistan","1966","198000000",""
"Afghanistan","1965","91000000",""
"Afghanistan","1964","56000000",""
"Afghanistan","1963","40000000",""
"Afghanistan","1962","64000000",""
"Afghanistan","1961","56000000",""
"Afghanistan","1960","40000000",""
"Albania","2017","0","2"
"Albania","2015","7000000",""
"Albania","2014","7000000",""
"Albania","2013","7000000",""
"Albania","2012","15000000",""
"Albania","2007","5000000",""
"Albania","2005","7000000",""
"Albania","2003","2000000",""
"Albania","1995","26000000",""
"Albania","1978","5000000",""
"Albania","1977","7000000",""
"Albania","1976","5000000",""
"Albania","1975","53000000",""
"Albania","1974","134000000",""
"Albania","1973","104000000",""
"Albania","1972","134000000",""
"Albania","1971","330000000",""
"Albania","1970","250000000",""
"Albania","1969","297000000",""
"Albania","1968","265000000",""
"Albania","1967","161000000",""
"Albania","1966","74000000",""
"Albania","1965","177000000",""
"Albania","1964","7000000",""
"Albania","1963","11000000",""
"Albania","1962","46000000",""
"Albania","1961","74000000",""
"Albania","1960","62000000",""
"Algeria","2017","905000000",""
"Algeria","2016","2887000000",""
"Algeria","2015","883000000",""
"Algeria","2014","438000000",""
"Algeria","2013","302000000",""
"Algeria","2012","807000000",""
"Algeria","2011","1126000000",""
"Algeria","2010","834000000",""
"Algeria","2009","1075000000",""
"Algeria","2008","1529000000",""
"Algeria","2007","509000000",""
"Algeria","2006","340000000",""
"Algeria","2005","159000000",""
"Algeria","2004","242000000",""
"Algeria","2003","195000000",""
"Algeria","2002","249000000",""
"Algeria","2001","542000000",""
"Algeria","2000","408000000",""
"Algeria","1999","370000000",""
"Algeria","1998","98000000",""
"Algeria","1997","37000000",""
"Algeria","1996","83000000",""
"Algeria","1995","295000000",""
"Algeria","1994","182000000",""
"Algeria","1993","20000000",""
"Algeria","1992","20000000",""
"Algeria","1991","1035000000",""
"Algeria","1990","735000000",""
"Algeria","1989","455000000",""
"Algeria","1988","320000000",""
"Algeria","1987","370000000",""
"Algeria","1986","135000000",""
"Algeria","1985","242000000",""
"Algeria","1984","533000000",""
"Algeria","1983","575000000",""
"Algeria","1982","1231000000",""
"Algeria","1981","1280000000",""
"Algeria","1980","1358000000",""
"Algeria","1979","1898000000",""
"Algeria","1978","1512000000",""
"Algeria","1977","1077000000",""
"Algeria","1976","132000000",""
"Algeria","1975","56000000",""
"Algeria","1974","13000000",""
"Algeria","1973","110000000",""
"Algeria","1972","180000000",""
"Algeria","1971","14000000",""
"Algeria","1970","14000000",""
"Algeria","1969","79000000",""
"Algeria","1968","57000000",""
"Algeria","1967","524000000",""
"Algeria","1966","452000000",""
"Algeria","1965","323000000",""
"Algeria","1964","154000000",""
"Algeria","1963","85000000",""
"Algeria","1962","61000000",""
"Algeria","1961","7000000",""
"Angola","2017","204000000",""
"Angola","2016","124000000",""
"Angola","2015","47000000",""
"Angola","2014","2000000",""
"Angola","2013","31000000",""
"Angola","2009","20000000",""
"Angola","2008","29000000",""
"Angola","2007","31000000",""
"Angola","2006","7000000",""
"Angola","2005","39000000",""
"Angola","2004","8000000",""
"Angola","2003","48000000",""
"Angola","2002","148000000",""
"Angola","2001","156000000",""
"Angola","2000","147000000",""
"Angola","1999","358000000",""
"Angola","1998","149000000",""
"Angola","1997","7000000",""
"Angola","1996","44000000",""
"Angola","1995","1000000",""
"Angola","1994","111000000",""
"Angola","1993","122000000",""
"Angola","1990","140000000",""
"Angola","1989","152000000",""
"Angola","1988","965000000",""
"Angola","1987","1186000000",""
"Angola","1986","705000000",""
"Angola","1985","493000000",""
"Angola","1984","430000000",""
"Angola","1983","538000000",""
"Angola","1982","379000000",""
"Angola","1981","241000000",""
"Angola","1980","155000000",""
"Angola","1979","111000000",""
"Angola","1978","146000000",""
"Angola","1977","105000000",""
"Angola","1976","184000000",""
"Angola","1975","242000000",""
"Angola","1974","1000000",""
"Arab World","2017","11535000000",""
"Arab World","2016","12909000000",""
"Arab World","2015","9861000000",""
"Arab World","2014","7337000000",""
"Arab World","2013","6738000000",""
"Arab World","2012","5869000000",""
"Arab World","2011","7310000000",""
"Arab World","2010","5138000000",""
"Arab World","2009","4053000000",""
"Arab World","2008","4161000000",""
"Arab World","2007","3316000000",""
"Arab World","2006","4271000000",""
"Arab World","2005","4523000000",""
"Arab World","2004","4157000000",""
"Arab World","2003","2406000000",""
"Arab World","2002","2973000000",""
"Arab World","2001","2165000000",""
"Arab World","2000","2769000000",""
"Arab World","1999","3479000000",""
"Arab World","1998","4940000000",""
"Arab World","1997","6108000000",""
"Arab World","1996","5360000000",""
"Arab World","1995","4768000000",""
"Arab World","1994","4166000000",""
"Arab World","1993","5311000000",""
"Arab World","1992","3684000000",""
"Arab World","1991","4442000000",""
"Arab World","1990","6478000000",""
"Arab World","1989","5746000000",""
"Arab World","1988","5483000000",""
"Arab World","1987","10019000000",""
"Arab World","1986","10314000000",""
"Arab World","1985","10701000000",""
"Arab World","1984","12312000000",""
"Arab World","1983","13742000000",""
"Arab World","1982","16399000000",""
"Arab World","1981","13503000000",""
"Arab World","1980","11966000000",""
"Arab World","1979","11553000000",""
"Arab World","1978","11639000000",""
"Arab World","1977","9642000000",""
"Arab World","1976","5746000000",""
"Arab World","1975","6343000000",""
"Arab World","1974","9030000000",""
"Arab World","1973","9237000000",""
"Arab World","1972","6574000000",""
"Arab World","1971","3934000000",""
"Arab World","1970","4300000000",""
"Arab World","1969","3840000000",""
"Arab World","1968","3416000000",""
"Arab World","1967","4725000000",""
"Arab World","1966","3469000000",""
"Arab World","1965","1929000000",""
"Arab World","1964","1526000000",""
"Arab World","1963","1239000000",""
"Arab World","1962","1260000000",""
"Arab World","1961","792000000",""
"Arab World","1960","539000000",""
"Argentina","2017","49000000",""
"Argentina","2016","17000000",""
"Argentina","2015","21000000",""
"Argentina","2014","7000000",""
"Argentina","2013","12000000",""
"Argentina","2012","3000000",""
"Argentina","2011","15000000",""
"Argentina","2010","11000000",""
"Argentina","2009","11000000",""
"Argentina","2008","23000000",""
"Argentina","2007","24000000",""
"Argentina","2006","9000000",""
"Argentina","2005","3000000",""
"Argentina","2004","169000000",""
"Argentina","2003","11000000",""
"Argentina","2002","15000000",""
"Argentina","2001","6000000",""
"Argentina","2000","213000000",""
"Argentina","1999","267000000",""
"Argentina","1998","172000000",""
"Argentina","1997","105000000",""
"Argentina","1996","28000000",""
"Argentina","1995","43000000",""
"Argentina","1994","209000000",""
"Argentina","1993","14000000",""
"Argentina","1992","27000000",""
"Argentina","1990","169000000",""
"Argentina","1989","14000000",""
"Argentina","1988","71000000",""
"Argentina","1987","224000000",""
"Argentina","1986","229000000",""
"Argentina","1985","450000000",""
"Argentina","1984","685000000",""
"Argentina","1983","1322000000",""
"Argentina","1982","421000000",""
"Argentina","1981","867000000",""
"Argentina","1980","445000000",""
"Argentina","1979","451000000",""
"Argentina","1978","559000000",""
"Argentina","1977","176000000",""
"Argentina","1976","494000000",""
"Argentina","1975","147000000",""
"Argentina","1974","450000000",""
"Argentina","1973","236000000",""
"Argentina","1972","396000000",""
"Argentina","1971","369000000",""
"Argentina","1970","248000000",""
"Argentina","1969","223000000",""
"Argentina","1968","430000000",""
"Argentina","1967","146000000",""
"Argentina","1966","93000000",""
"Argentina","1965","7000000",""
"Argentina","1964","19000000",""
"Argentina","1963","19000000",""
"Argentina","1962","48000000",""
"Argentina","1961","205000000",""
"Argentina","1960","111000000",""
"Armenia","2017","14000000",""
"Armenia","2016","110000000",""
"Armenia","2013","16000000",""
"Armenia","2011","5000000",""
"Armenia","2010","52000000",""
"Armenia","2009","46000000",""
"Armenia","2007","1000000",""
"Armenia","2004","118000000",""
"Armenia","1999","2000000",""
"Armenia","1996","70000000",""
"Armenia","1995","47000000",""
"Armenia","1994","181000000",""
"Armenia","1993","2000000",""
"Australia","2017","1806000000",""
"Australia","2016","1053000000",""
"Australia","2015","1529000000",""
"Australia","2014","927000000",""
"Australia","2013","244000000",""
"Australia","2012","876000000",""
"Australia","2011","1567000000",""
"Australia","2010","1509000000",""
"Australia","2009","775000000",""
"Australia","2008","445000000",""
"Australia","2007","677000000",""
"Australia","2006","727000000",""
"Australia","2005","459000000",""
"Australia","2004","472000000",""
"Australia","2003","801000000",""
"Australia","2002","663000000",""
"Australia","2001","1236000000",""
"Australia","2000","338000000",""
"Australia","1999","673000000",""
"Australia","1998","542000000",""
"Australia","1997","35000000",""
"Australia","1996","597000000",""
"Australia","1995","64000000",""
"Australia","1994","262000000",""
"Australia","1993","449000000",""
"Australia","1992","365000000",""
"Australia","1991","213000000",""
"Australia","1990","352000000",""
"Australia","1989","693000000",""
"Australia","1988","720000000",""
"Australia","1987","592000000",""
"Australia","1986","819000000",""
"Australia","1985","515000000",""
"Australia","1984","626000000",""
"Australia","1983","633000000",""
"Australia","1982","131000000",""
"Australia","1981","449000000",""
"Australia","1980","404000000",""
"Australia","1979","191000000",""
"Australia","1978","1019000000",""
"Australia","1977","268000000",""
"Australia","1976","81000000",""
"Australia","1975","96000000",""
"Australia","1974","884000000",""
"Australia","1973","701000000",""
"Australia","1972","60000000",""
"Australia","1971","319000000",""
"Australia","1970","240000000",""
"Australia","1969","828000000",""
"Australia","1968","450000000",""
"Australia","1967","764000000",""
"Australia","1966","694000000",""
"Australia","1965","900000000",""
"Australia","1964","528000000",""
"Australia","1963","383000000",""
"Australia","1962","571000000",""
"Australia","1961","40000000",""
"Australia","1960","113000000",""
"Austria","2017","8000000",""
"Austria","2016","13000000",""
"Austria","2015","1000000",""
"Austria","2014","2000000",""
"Austria","2013","6000000",""
"Austria","2012","8000000",""
"Austria","2011","8000000",""
"Austria","2010","7000000",""
"Austria","2009","286000000",""
"Austria","2008","190000000",""
"Austria","2007","269000000",""
"Austria","2006","4000000",""
"Austria","2005","24000000",""
"Austria","2004","56000000",""
"Austria","2003","42000000",""
"Austria","2002","69000000",""
"Austria","2001","15000000",""
"Austria","2000","25000000",""
"Austria","1999","48000000",""
"Austria","1998","228000000",""
"Austria","1997","182000000",""
"Austria","1996","10000000",""
"Austria","1995","24000000",""
"Austria","1994","40000000",""
"Austria","1993","9000000",""
"Austria","1992","5000000",""
"Austria","1991","6000000",""
"Austria","1990","5000000",""
"Austria","1989","84000000",""
"Austria","1988","117000000",""
"Austria","1987","7000000",""
"Austria","1986","19000000",""
"Austria","1985","28000000",""
"Austria","1984","13000000",""
"Austria","1983","145000000",""
"Austria","1982","97000000",""
"Austria","1981","73000000",""
"Austria","1980","195000000",""
"Austria","1979","72000000",""
"Austria","1978","8000000",""
"Austria","1976","12000000",""
"Austria","1975","6000000",""
"Austria","1974","22000000",""
"Austria","1973","22000000",""
"Austria","1972","103000000",""
"Austria","1971","135000000",""
"Austria","1970","102000000",""
"Austria","1969","12000000",""
"Austria","1968","1000000",""
"Austria","1967","47000000",""
"Austria","1966","61000000",""
"Austria","1965","78000000",""
"Austria","1964","73000000",""
"Austria","1963","201000000",""
"Austria","1962","56000000",""
"Austria","1961","27000000",""
"Austria","1960","16000000",""
"Azerbaijan","2017","279000000",""
"Azerbaijan","2016","272000000",""
"Azerbaijan","2015","340000000",""
"Azerbaijan","2014","612000000",""
"Azerbaijan","2013","404000000",""
"Azerbaijan","2012","339000000",""
"Azerbaijan","2011","557000000",""
"Azerbaijan","2010","155000000",""
"Azerbaijan","2009","145000000",""
"Azerbaijan","2008","33000000",""
"Azerbaijan","2007","213000000",""
"Azerbaijan","2006","159000000",""
"Azerbaijan","2005","53000000",""
"Azerbaijan","2004","4000000",""
"Azerbaijan","2002","89000000",""
"Azerbaijan","2000","3000000",""
"Azerbaijan","1994","25000000",""
"Azerbaijan","1993","50000000",""
"Bahrain","2017","32000000",""
"Bahrain","2016","16000000",""
"Bahrain","2015","17000000",""
"Bahrain","2014","1000000",""
"Bahrain","2013","72000000",""
"Bahrain","2012","26000000",""
"Bahrain","2011","1000000",""
"Bahrain","2010","103000000",""
"Bahrain","2008","20000000",""
"Bahrain","2007","26000000",""
"Bahrain","2006","63000000",""
"Bahrain","2005","66000000",""
"Bahrain","2004","10000000",""
"Bahrain","2003","1000000",""
"Bahrain","2002","54000000",""
"Bahrain","2001","28000000",""
"Bahrain","2000","299000000",""
"Bahrain","1998","9000000",""
"Bahrain","1997","198000000",""
"Bahrain","1996","54000000",""
"Bahrain","1995","71000000",""
"Bahrain","1994","8000000",""
"Bahrain","1993","1000000",""
"Bahrain","1992","42000000",""
"Bahrain","1991","68000000",""
"Bahrain","1990","362000000",""
"Bahrain","1989","71000000",""
"Bahrain","1988","137000000",""
"Bahrain","1987","250000000",""
"Bahrain","1986","134000000",""
"Bahrain","1985","55000000",""
"Bahrain","1984","131000000",""
"Bahrain","1983","10000000",""
"Bahrain","1982","59000000",""
"Bahrain","1981","40000000",""
"Bahrain","1980","19000000",""
"Bahrain","1979","8000000",""
"Bahrain","1978","9000000",""
"Bahrain","1977","2000000",""
"Bahrain","1974","1000000",""
"Bahrain","1973","0","2"
"Bahrain","1972","7000000",""
"Bahrain","1971","0","2"
"Bahrain","1966","1000000",""
"Bahrain","1965","1000000",""
"Bangladesh","2017","320000000",""
"Bangladesh","2016","439000000",""
"Bangladesh","2015","637000000",""
"Bangladesh","2014","206000000",""
"Bangladesh","2013","637000000",""
"Bangladesh","2012","184000000",""
"Bangladesh","2011","117000000",""
"Bangladesh","2010","36000000",""
"Bangladesh","2008","13000000",""
"Bangladesh","2007","88000000",""
"Bangladesh","2006","221000000",""
"Bangladesh","2005","10000000",""
"Bangladesh","2004","32000000",""
"Bangladesh","2003","8000000",""
"Bangladesh","2002","44000000",""
"Bangladesh","2001","266000000",""
"Bangladesh","2000","203000000",""
"Bangladesh","1999","186000000",""
"Bangladesh","1998","1000000",""
"Bangladesh","1997","26000000",""
"Bangladesh","1996","7000000",""
"Bangladesh","1995","119000000",""
"Bangladesh","1994","61000000",""
"Bangladesh","1993","44000000",""
"Bangladesh","1992","113000000",""
"Bangladesh","1991","79000000",""
"Bangladesh","1990","187000000",""
"Bangladesh","1989","301000000",""
"Bangladesh","1988","241000000",""
"Bangladesh","1986","3000000",""
"Bangladesh","1985","63000000",""
"Bangladesh","1984","59000000",""
"Bangladesh","1983","112000000",""
"Bangladesh","1982","127000000",""
"Bangladesh","1981","62000000",""
"Bangladesh","1980","55000000",""
"Bangladesh","1979","1000000",""
"Bangladesh","1978","45000000",""
"Bangladesh","1977","62000000",""
"Bangladesh","1976","70000000",""
"Bangladesh","1975","39000000",""
"Bangladesh","1974","44000000",""
"Bangladesh","1973","78000000",""
"Bangladesh","1972","2000000",""
"Bangladesh","1971","9000000",""
"Barbados","2009","10000000",""
"Barbados","2008","10000000",""
"Barbados","2007","10000000",""
"Barbados","1984","1000000",""
"Barbados","1981","9000000",""
"Belarus","2017","145000000",""
"Belarus","2016","115000000",""
"Belarus","2015","96000000",""
"Belarus","2014","60000000",""
"Belarus","2013","75000000",""
"Belarus","2012","75000000",""
"Belarus","2011","75000000",""
"Belarus","2009","3000000",""
"Belarus","2006","140000000",""
"Belarus","2005","6000000",""
"Belarus","1999","41000000",""
"Belarus","1998","41000000",""
"Belgium","2017","3000000",""
"Belgium","2016","4000000",""
"Belgium","2015","56000000",""
"Belgium","2014","103000000",""
"Belgium","2013","46000000",""
"Belgium","2012","32000000",""
"Belgium","2011","21000000",""
"Belgium","2010","32000000",""
"Belgium","2009","90000000",""
"Belgium","2008","203000000",""
"Belgium","2007","174000000",""
"Belgium","2006","27000000",""
"Belgium","2005","3000000",""
"Belgium","2004","15000000",""
"Belgium","2003","21000000",""
"Belgium","2002","56000000",""
"Belgium","2001","29000000",""
"Belgium","2000","35000000",""
"Belgium","1999","58000000",""
"Belgium","1998","55000000",""
"Belgium","1997","53000000",""
"Belgium","1996","3000000",""
"Belgium","1995","17000000",""
"Belgium","1994","50000000",""
"Belgium","1993","77000000",""
"Belgium","1992","49000000",""
"Belgium","1991","134000000",""
"Belgium","1990","321000000",""
"Belgium","1989","218000000",""
"Belgium","1988","422000000",""
"Belgium","1987","106000000",""
"Belgium","1986","98000000",""
"Belgium","1985","294000000",""
"Belgium","1984","575000000",""
"Belgium","1983","583000000",""
"Belgium","1982","438000000",""
"Belgium","1981","522000000",""
"Belgium","1980","574000000",""
"Belgium","1979","786000000",""
"Belgium","1978","427000000",""
"Belgium","1977","180000000",""
"Belgium","1976","177000000",""
"Belgium","1975","128000000",""
"Belgium","1974","111000000",""
"Belgium","1973","599000000",""
"Belgium","1972","512000000",""
"Belgium","1971","509000000",""
"Belgium","1970","528000000",""
"Belgium","1969","232000000",""
"Belgium","1968","216000000",""
"Belgium","1967","35000000",""
"Belgium","1966","101000000",""
"Belgium","1965","507000000",""
"Belgium","1964","644000000",""
"Belgium","1963","569000000",""
"Belgium","1962","188000000",""
"Belgium","1961","132000000",""
"Belgium","1960","92000000",""
"Belize","2000","1000000",""
"Belize","1996","0","2"
"Belize","1984","0","2"
"Benin","2013","2000000",""
"Benin","2012","20000000",""
"Benin","2011","0","2"
"Benin","2010","0","2"
"Benin","2009","1000000",""
"Benin","2007","3000000",""
"Benin","2002","7000000",""
"Benin","1989","0","2"
"Benin","1988","0","2"
"Benin","1987","1000000",""
"Benin","1985","3000000",""
"Benin","1984","1000000",""
"Benin","1983","3000000",""
"Benin","1982","10000000",""
"Benin","1979","7000000",""
"Benin","1978","26000000",""
"Benin","1973","1000000",""
"Benin","1971","2000000",""
"Benin","1970","0","2"
"Benin","1966","1000000",""
"Benin","1964","2000000",""
"Benin","1962","1000000",""
"Benin","1961","2000000",""
"Bhutan","2016","1000000",""
"Bhutan","2015","1000000",""
"Bhutan","2004","0","2"
"Bhutan","1968","1000000",""
"Bolivia","2017","7000000",""
"Bolivia","2016","27000000",""
"Bolivia","2014","46000000",""
"Bolivia","2013","1000000",""
"Bolivia","2012","12000000",""
"Bolivia","2011","25000000",""
"Bolivia","2010","1000000",""
"Bolivia","2009","5000000",""
"Bolivia","2008","3000000",""
"Bolivia","2007","2000000",""
"Bolivia","2006","9000000",""
"Bolivia","2005","1000000",""
"Bolivia","2004","1000000",""
"Bolivia","2003","5000000",""
"Bolivia","2000","19000000",""
"Bolivia","1999","9000000",""
"Bolivia","1995","2000000",""
"Bolivia","1994","9000000",""
"Bolivia","1993","16000000",""
"Bolivia","1992","25000000",""
"Bolivia","1991","11000000",""
"Bolivia","1989","66000000",""
"Bolivia","1988","56000000",""
"Bolivia","1986","13000000",""
"Bolivia","1985","18000000",""
"Bolivia","1982","6000000",""
"Bolivia","1981","26000000",""
"Bolivia","1980","39000000",""
"Bolivia","1979","49000000",""
"Bolivia","1978","11000000",""
"Bolivia","1977","1000000",""
"Bolivia","1976","16000000",""
"Bolivia","1975","33000000",""
"Bolivia","1974","20000000",""
"Bolivia","1973","10000000",""
"Bolivia","1972","13000000",""
"Bolivia","1971","2000000",""
"Bolivia","1970","2000000",""
"Bolivia","1969","1000000",""
"Bolivia","1968","16000000",""
"Bolivia","1967","14000000",""
"Bolivia","1966","1000000",""
"Bolivia","1965","1000000",""
"Bolivia","1964","2000000",""
"Bolivia","1963","4000000",""
"Bolivia","1962","2000000",""
"Bolivia","1961","4000000",""
"Bolivia","1960","6000000",""
"Bosnia and Herzegovina","1999","25000000",""
"Bosnia and Herzegovina","1998","2000000",""
"Bosnia and Herzegovina","1997","70000000",""
"Bosnia and Herzegovina","1996","58000000",""
"Bosnia and Herzegovina","1994","6000000",""
"Bosnia and Herzegovina","1993","6000000",""
"Botswana","2017","3000000",""
"Botswana","2016","5000000",""
"Botswana","2013","8000000",""
"Botswana","2012","6000000",""
"Botswana","2010","10000000",""
"Botswana","2009","13000000",""
"Botswana","2004","8000000",""
"Botswana","2003","9000000",""
"Botswana","2002","1000000",""
"Botswana","2001","15000000",""
"Botswana","2000","53000000",""
"Botswana","1998","2000000",""
"Botswana","1997","71000000",""
"Botswana","1996","32000000",""
"Botswana","1995","11000000",""
"Botswana","1993","11000000",""
"Botswana","1992","2000000",""
"Botswana","1991","2000000",""
"Botswana","1990","22000000",""
"Botswana","1989","4000000",""
"Botswana","1988","40000000",""
"Botswana","1987","26000000",""
"Botswana","1985","4000000",""
"Botswana","1981","9000000",""
"Botswana","1980","2000000",""
"Botswana","1979","7000000",""
"Botswana","1978","1000000",""
"Botswana","1977","1000000",""
"Brazil","2017","103000000",""
"Brazil","2016","116000000",""
"Brazil","2015","222000000",""
"Brazil","2014","218000000",""
"Brazil","2013","223000000",""
"Brazil","2012","311000000",""
"Brazil","2011","312000000",""
"Brazil","2010","317000000",""
"Brazil","2009","156000000",""
"Brazil","2008","180000000",""
"Brazil","2007","189000000",""
"Brazil","2006","179000000",""
"Brazil","2005","224000000",""
"Brazil","2004","86000000",""
"Brazil","2003","110000000",""
"Brazil","2002","223000000",""
"Brazil","2001","631000000",""
"Brazil","2000","121000000",""
"Brazil","1999","365000000",""
"Brazil","1998","239000000",""
"Brazil","1997","473000000",""
"Brazil","1996","545000000",""
"Brazil","1995","248000000",""
"Brazil","1994","313000000",""
"Brazil","1993","58000000",""
"Brazil","1992","90000000",""
"Brazil","1991","168000000",""
"Brazil","1990","150000000",""
"Brazil","1989","745000000",""
"Brazil","1988","129000000",""
"Brazil","1987","234000000",""
"Brazil","1986","140000000",""
"Brazil","1985","89000000",""
"Brazil","1984","125000000",""
"Brazil","1983","92000000",""
"Brazil","1982","75000000",""
"Brazil","1981","64000000",""
"Brazil","1980","367000000",""
"Brazil","1979","407000000",""
"Brazil","1978","895000000",""
"Brazil","1977","554000000",""
"Brazil","1976","582000000",""
"Brazil","1975","539000000",""
"Brazil","1974","256000000",""
"Brazil","1973","602000000",""
"Brazil","1972","514000000",""
"Brazil","1971","181000000",""
"Brazil","1970","219000000",""
"Brazil","1969","110000000",""
"Brazil","1968","236000000",""
"Brazil","1967","218000000",""
"Brazil","1966","57000000",""
"Brazil","1965","150000000",""
"Brazil","1964","25000000",""
"Brazil","1963","128000000",""
"Brazil","1962","62000000",""
"Brazil","1961","212000000",""
"Brazil","1960","237000000",""
"Brunei","2015","36000000",""
"Brunei","2014","122000000",""
"Brunei","2013","15000000",""
"Brunei","2012","22000000",""
"Brunei","2011","229000000",""
"Brunei","2010","33000000",""
"Brunei","2009","33000000",""
"Brunei","2006","2000000",""
"Brunei","2005","1000000",""
"Brunei","2004","0","2"
"Brunei","2003","0","2"
"Brunei","2002","1000000",""
"Brunei","2001","4000000",""
"Brunei","1999","5000000",""
"Brunei","1998","7000000",""
"Brunei","1997","31000000",""
"Brunei","1996","17000000",""
"Brunei","1991","3000000",""
"Brunei","1990","3000000",""
"Brunei","1986","13000000",""
"Brunei","1984","60000000",""
"Brunei","1983","85000000",""
"Brunei","1982","12000000",""
"Brunei","1981","8000000",""
"Brunei","1979","65000000",""
"Brunei","1978","46000000",""
"Brunei","1976","0","2"
"Brunei","1975","1000000",""
"Brunei","1974","15000000",""
"Brunei","1973","1000000",""
"Brunei","1972","2000000",""
"Brunei","1971","18000000",""
"Brunei","1970","5000000",""
"Brunei","1968","1000000",""
"Brunei","1967","18000000",""
"Brunei","1966","1000000",""
"Brunei","1965","5000000",""
"Bulgaria","2015","3000000",""
"Bulgaria","2012","5000000",""
"Bulgaria","2011","29000000",""
"Bulgaria","2010","8000000",""
"Bulgaria","2009","119000000",""
"Bulgaria","2008","116000000",""
"Bulgaria","2007","48000000",""
"Bulgaria","2006","22000000",""
"Bulgaria","2005","132000000",""
"Bulgaria","2004","12000000",""
"Bulgaria","2003","2000000",""
"Bulgaria","1999","7000000",""
"Bulgaria","1996","122000000",""
"Bulgaria","1995","1000000",""
"Bulgaria","1994","1000000",""
"Bulgaria","1993","1000000",""
"Bulgaria","1992","41000000",""
"Bulgaria","1991","340000000",""
"Bulgaria","1990","759000000",""
"Bulgaria","1989","334000000",""
"Bulgaria","1988","243000000",""
"Bulgaria","1987","435000000",""
"Bulgaria","1986","918000000",""
"Bulgaria","1985","598000000",""
"Bulgaria","1984","910000000",""
"Bulgaria","1983","728000000",""
"Bulgaria","1982","575000000",""
"Bulgaria","1981","961000000",""
"Bulgaria","1980","574000000",""
"Bulgaria","1979","322000000",""
"Bulgaria","1978","885000000",""
"Bulgaria","1977","492000000",""
"Bulgaria","1976","375000000",""
"Bulgaria","1975","394000000",""
"Bulgaria","1974","305000000",""
"Bulgaria","1973","290000000",""
"Bulgaria","1972","465000000",""
"Bulgaria","1971","395000000",""
"Bulgaria","1970","765000000",""
"Bulgaria","1969","532000000",""
"Bulgaria","1968","250000000",""
"Bulgaria","1967","329000000",""
"Bulgaria","1966","218000000",""
"Bulgaria","1965","372000000",""
"Bulgaria","1964","326000000",""
"Bulgaria","1963","538000000",""
"Bulgaria","1962","494000000",""
"Bulgaria","1961","523000000",""
"Bulgaria","1960","474000000",""
"Burkina Faso","2017","2000000",""
"Burkina Faso","2016","7000000",""
"Burkina Faso","2014","5000000",""
"Burkina Faso","2012","4000000",""
"Burkina Faso","2011","15000000",""
"Burkina Faso","2010","0","2"
"Burkina Faso","2009","2000000",""
"Burkina Faso","2007","4000000",""
"Burkina Faso","2006","1000000",""
"Burkina Faso","2005","12000000",""
"Burkina Faso","1999","0","2"
"Burkina Faso","1993","7000000",""
"Burkina Faso","1991","2000000",""
"Burkina Faso","1988","12000000",""
"Burkina Faso","1986","2000000",""
"Burkina Faso","1985","2000000",""
"Burkina Faso","1984","9000000",""
"Burkina Faso","1983","16000000",""
"Burkina Faso","1982","1000000",""
"Burkina Faso","1981","9000000",""
"Burkina Faso","1980","0","2"
"Burkina Faso","1977","9000000",""
"Burkina Faso","1976","8000000",""
"Burkina Faso","1975","8000000",""
"Burkina Faso","1971","1000000",""
"Burkina Faso","1970","1000000",""
"Burkina Faso","1969","1000000",""
"Burkina Faso","1968","0","2"
"Burkina Faso","1966","0","2"
"Burkina Faso","1965","0","2"
"Burkina Faso","1964","1000000",""
"Burkina Faso","1961","1000000",""
"Burundi","2016","2000000",""
"Burundi","2015","1000000",""
"Burundi","2012","5000000",""
"Burundi","2010","2000000",""
"Burundi","2009","1000000",""
"Burundi","2002","3000000",""
"Burundi","2001","1000000",""
"Burundi","1990","6000000",""
"Burundi","1989","6000000",""
"Burundi","1984","2000000",""
"Burundi","1983","9000000",""
"Burundi","1982","3000000",""
"Burundi","1981","5000000",""
"Burundi","1980","1000000",""
"Burundi","1973","0","2"
"Burundi","1969","3000000",""
"Burundi","1967","2000000",""
"Burundi","1966","5000000",""
"C̫te d'Ivoire","2017","4000000",""
"C̫te d'Ivoire","2016","6000000",""
