"Country or Area","Year","Value","Value Footnotes"
"Lower middle income","2005","3473000000",""
"Lower middle income","2004","4460000000",""
"Lower middle income","2003","4990000000",""
"Lower middle income","2002","4231000000",""
"Lower middle income","2001","3619000000",""
"Lower middle income","2000","3115000000",""
"Lower middle income","1999","3889000000",""
"Lower middle income","1998","2792000000",""
"Lower middle income","1997","4527000000",""
"Lower middle income","1996","3638000000",""
"Lower middle income","1995","4677000000",""
"Lower middle income","1994","5076000000",""
"Lower middle income","1993","3960000000",""
"Lower middle income","1992","3038000000",""
"Lower middle income","1991","4039000000",""
"Lower middle income","1990","5324000000",""
"Lower middle income","1989","6261000000",""
"Lower middle income","1988","6711000000",""
"Lower middle income","1987","8615000000",""
"Lower middle income","1986","7818000000",""
"Lower middle income","1985","7071000000",""
"Lower middle income","1984","7664000000",""
"Lower middle income","1983","7985000000",""
"Lower middle income","1982","8659000000",""
"Lower middle income","1981","8074000000",""
"Lower middle income","1980","7548000000",""
"Lower middle income","1979","5639000000",""
"Lower middle income","1978","4007000000",""
"Lower middle income","1977","4561000000",""
"Lower middle income","1976","3750000000",""
"Lower middle income","1975","4009000000",""
"Lower middle income","1973","5889000000",""
"Lower middle income","1972","7801000000",""
"Lower middle income","1971","6498000000",""
"Lower middle income","1970","5313000000",""
"Lower middle income","1969","4788000000",""
"Lower middle income","1968","4914000000",""
"Lower middle income","1967","5145000000",""
"Lower middle income","1966","4739000000",""
"Lower middle income","1965","3735000000",""
"Lower middle income","1964","2943000000",""
"Lower middle income","1963","2098000000",""
"Lower middle income","1962","2589000000",""
"Lower middle income","1961","3065000000",""
"Lower middle income","1960","1400000000",""
"Luxembourg","2016","1000000",""
"Luxembourg","2012","1000000",""
"Luxembourg","2010","7000000",""
"Luxembourg","2009","7000000",""
"Luxembourg","2003","1000000",""
"Luxembourg","1999","1000000",""
"Luxembourg","1996","3000000",""
"Luxembourg","1982","1000000",""
"Luxembourg","1974","1000000",""
"Macedonia","2013","1000000",""
"Macedonia","2006","0","2"
"Macedonia","2001","112000000",""
"Macedonia","2000","14000000",""
"Macedonia","1999","81000000",""
"Macedonia","1998","12000000",""
"Macedonia","1995","1000000",""
"Macedonia","1994","27000000",""
"Madagascar","2013","0","2"
"Madagascar","2009","0","2"
"Madagascar","1996","22000000",""
"Madagascar","1985","6000000",""
"Madagascar","1983","8000000",""
"Madagascar","1981","0","2"
"Madagascar","1980","43000000",""
"Madagascar","1979","64000000",""
"Madagascar","1975","6000000",""
"Madagascar","1974","18000000",""
"Madagascar","1972","0","2"
"Madagascar","1971","0","2"
"Madagascar","1969","1000000",""
"Madagascar","1968","1000000",""
"Madagascar","1967","12000000",""
"Madagascar","1965","7000000",""
"Madagascar","1964","0","2"
"Madagascar","1963","2000000",""
"Madagascar","1961","3000000",""
"Malawi","2016","1000000",""
"Malawi","2015","2000000",""
"Malawi","2014","2000000",""
"Malawi","2013","2000000",""
"Malawi","2012","1000000",""
"Malawi","2008","3000000",""
"Malawi","1994","2000000",""
"Malawi","1990","10000000",""
"Malawi","1989","3000000",""
"Malawi","1988","2000000",""
"Malawi","1987","1000000",""
"Malawi","1986","10000000",""
"Malawi","1985","6000000",""
"Malawi","1984","1000000",""
"Malawi","1981","14000000",""
"Malawi","1980","14000000",""
"Malawi","1979","8000000",""
"Malawi","1978","7000000",""
"Malawi","1977","6000000",""
"Malawi","1976","2000000",""
"Malawi","1972","0","2"
"Malawi","1964","5000000",""
"Malaysia","2017","187000000",""
"Malaysia","2016","266000000",""
"Malaysia","2015","104000000",""
"Malaysia","2014","71000000",""
"Malaysia","2013","71000000",""
"Malaysia","2012","47000000",""
"Malaysia","2011","5000000",""
"Malaysia","2010","421000000",""
"Malaysia","2009","1512000000",""
"Malaysia","2008","508000000",""
"Malaysia","2007","526000000",""
"Malaysia","2006","408000000",""
"Malaysia","2005","59000000",""
"Malaysia","2004","65000000",""
"Malaysia","2003","147000000",""
"Malaysia","2002","154000000",""
"Malaysia","2001","26000000",""
"Malaysia","2000","26000000",""
"Malaysia","1999","720000000",""
"Malaysia","1998","39000000",""
"Malaysia","1997","555000000",""
"Malaysia","1996","33000000",""
"Malaysia","1995","848000000",""
"Malaysia","1994","308000000",""
"Malaysia","1993","13000000",""
"Malaysia","1992","13000000",""
"Malaysia","1991","34000000",""
"Malaysia","1989","38000000",""
"Malaysia","1988","14000000",""
"Malaysia","1987","17000000",""
"Malaysia","1986","128000000",""
"Malaysia","1985","404000000",""
"Malaysia","1984","604000000",""
"Malaysia","1983","327000000",""
"Malaysia","1982","84000000",""
"Malaysia","1981","100000000",""
"Malaysia","1980","129000000",""
"Malaysia","1979","314000000",""
"Malaysia","1978","72000000",""
"Malaysia","1977","146000000",""
"Malaysia","1976","394000000",""
"Malaysia","1975","85000000",""
"Malaysia","1974","50000000",""
"Malaysia","1973","206000000",""
"Malaysia","1972","113000000",""
"Malaysia","1971","195000000",""
"Malaysia","1970","25000000",""
"Malaysia","1969","78000000",""
"Malaysia","1968","90000000",""
"Malaysia","1967","127000000",""
"Malaysia","1966","58000000",""
"Malaysia","1965","10000000",""
"Malaysia","1964","97000000",""
"Malaysia","1963","75000000",""
"Malaysia","1962","31000000",""
"Malaysia","1961","2000000",""
"Malaysia","1960","5000000",""
"Maldives","2016","5000000",""
"Maldives","2013","5000000",""
"Maldives","2010","5000000",""
"Maldives","2006","15000000",""
"Maldives","1998","8000000",""
"Maldives","1997","0","2"
"Maldives","1992","0","2"
"Mali","2017","31000000",""
"Mali","2016","21000000",""
"Mali","2013","6000000",""
"Mali","2012","9000000",""
"Mali","2011","0","2"
"Mali","2009","10000000",""
"Mali","2008","3000000",""
"Mali","2007","8000000",""
"Mali","2005","13000000",""
"Mali","2002","1000000",""
"Mali","2000","7000000",""
"Mali","1998","4000000",""
"Mali","1997","9000000",""
"Mali","1994","0","2"
"Mali","1990","1000000",""
"Mali","1988","1000000",""
"Mali","1985","0","2"
"Mali","1984","13000000",""
"Mali","1983","15000000",""
"Mali","1982","4000000",""
"Mali","1981","91000000",""
"Mali","1976","71000000",""
"Mali","1975","9000000",""
"Mali","1971","15000000",""
"Mali","1969","2000000",""
"Mali","1967","10000000",""
"Mali","1966","1000000",""
"Mali","1963","4000000",""
"Mali","1962","10000000",""
"Mali","1961","3000000",""
"Malta","2017","8000000",""
"Malta","2016","6000000",""
"Malta","2014","12000000",""
"Malta","2012","8000000",""
"Malta","2011","8000000",""
"Malta","2005","18000000",""
"Malta","2001","0","2"
"Malta","2000","0","2"
"Malta","1998","0","2"
"Malta","1997","6000000",""
"Malta","1996","1000000",""
"Malta","1995","0","2"
"Malta","1992","13000000",""
"Malta","1980","1000000",""
"Malta","1978","8000000",""
"Malta","1973","0","2"
"Malta","1972","0","2"
"Marshall Islands","1991","6000000",""
"Marshall Islands","1988","2000000",""
"Mauritania","2016","35000000",""
"Mauritania","2015","1000000",""
"Mauritania","2014","7000000",""
"Mauritania","2013","10000000",""
"Mauritania","2012","11000000",""
"Mauritania","2011","5000000",""
"Mauritania","2010","9000000",""
"Mauritania","2003","7000000",""
"Mauritania","2002","27000000",""
"Mauritania","2000","31000000",""
"Mauritania","1998","4000000",""
"Mauritania","1997","8000000",""
"Mauritania","1996","3000000",""
"Mauritania","1995","3000000",""
"Mauritania","1994","16000000",""
"Mauritania","1991","18000000",""
"Mauritania","1990","16000000",""
"Mauritania","1989","8000000",""
"Mauritania","1985","3000000",""
"Mauritania","1984","0","2"
"Mauritania","1982","16000000",""
"Mauritania","1981","19000000",""
"Mauritania","1979","24000000",""
"Mauritania","1978","17000000",""
"Mauritania","1977","24000000",""
"Mauritania","1976","10000000",""
"Mauritania","1975","5000000",""
"Mauritania","1974","5000000",""
"Mauritania","1973","1000000",""
"Mauritania","1971","13000000",""
"Mauritania","1970","11000000",""
"Mauritania","1965","1000000",""
"Mauritania","1964","1000000",""
"Mauritania","1963","6000000",""
"Mauritania","1962","1000000",""
"Mauritania","1961","1000000",""
"Mauritania","1960","2000000",""
"Mauritius","2017","19000000",""
"Mauritius","2016","26000000",""
"Mauritius","2014","28000000",""
"Mauritius","2004","6000000",""
"Mauritius","1997","1000000",""
"Mauritius","1996","29000000",""
"Mauritius","1993","8000000",""
"Mauritius","1990","6000000",""
"Mauritius","1985","1000000",""
"Mauritius","1979","3000000",""
"Mauritius","1974","2000000",""
"Mauritius","1971","0","2"
"Mauritius","1968","0","2"
"Mexico","2017","218000000",""
"Mexico","2016","328000000",""
"Mexico","2015","334000000",""
"Mexico","2014","98000000",""
"Mexico","2013","63000000",""
"Mexico","2012","259000000",""
"Mexico","2011","229000000",""
"Mexico","2010","112000000",""
"Mexico","2009","59000000",""
"Mexico","2008","22000000",""
"Mexico","2006","75000000",""
"Mexico","2005","33000000",""
"Mexico","2004","320000000",""
"Mexico","2003","31000000",""
"Mexico","2002","97000000",""
"Mexico","2001","152000000",""
"Mexico","2000","227000000",""
"Mexico","1999","141000000",""
"Mexico","1998","23000000",""
"Mexico","1997","485000000",""
"Mexico","1996","87000000",""
"Mexico","1995","50000000",""
"Mexico","1994","128000000",""
"Mexico","1993","160000000",""
"Mexico","1992","20000000",""
"Mexico","1991","40000000",""
"Mexico","1990","34000000",""
"Mexico","1989","63000000",""
"Mexico","1988","97000000",""
"Mexico","1987","154000000",""
"Mexico","1986","143000000",""
"Mexico","1985","8000000",""
"Mexico","1983","116000000",""
"Mexico","1982","342000000",""
"Mexico","1981","115000000",""
"Mexico","1980","75000000",""
"Mexico","1979","61000000",""
"Mexico","1978","68000000",""
"Mexico","1977","39000000",""
"Mexico","1976","72000000",""
"Mexico","1975","104000000",""
"Mexico","1974","63000000",""
"Mexico","1973","160000000",""
"Mexico","1972","15000000",""
"Mexico","1971","48000000",""
"Mexico","1970","82000000",""
"Mexico","1968","0","2"
"Mexico","1967","14000000",""
"Mexico","1966","21000000",""
"Mexico","1965","11000000",""
"Mexico","1964","38000000",""
"Mexico","1963","60000000",""
"Mexico","1962","107000000",""
"Mexico","1961","44000000",""
"Mexico","1960","6000000",""
"Micronesia","1997","6000000",""
"Micronesia","1990","14000000",""
"Micronesia","1989","2000000",""
"Middle East & North Africa","2017","12019000000",""
"Middle East & North Africa","2016","13785000000",""
"Middle East & North Africa","2015","10431000000",""
"Middle East & North Africa","2014","7804000000",""
"Middle East & North Africa","2013","6779000000",""
"Middle East & North Africa","2012","5936000000",""
"Middle East & North Africa","2011","7325000000",""
"Middle East & North Africa","2010","5117000000",""
"Middle East & North Africa","2009","4179000000",""
"Middle East & North Africa","2008","4765000000",""
"Middle East & North Africa","2007","4446000000",""
"Middle East & North Africa","2006","5751000000",""
"Middle East & North Africa","2005","5599000000",""
"Middle East & North Africa","2004","4837000000",""
"Middle East & North Africa","2003","2666000000",""
"Middle East & North Africa","2002","3681000000",""
"Middle East & North Africa","2001","2714000000",""
"Middle East & North Africa","2000","3524000000",""
"Middle East & North Africa","1999","4956000000",""
"Middle East & North Africa","1998","6608000000",""
"Middle East & North Africa","1997","6288000000",""
"Middle East & North Africa","1996","6063000000",""
"Middle East & North Africa","1995","5422000000",""
"Middle East & North Africa","1994","5359000000",""
"Middle East & North Africa","1993","7014000000",""
"Middle East & North Africa","1992","5436000000",""
"Middle East & North Africa","1991","6584000000",""
"Middle East & North Africa","1990","6978000000",""
"Middle East & North Africa","1989","5938000000",""
"Middle East & North Africa","1988","6466000000",""
"Middle East & North Africa","1987","11809000000",""
"Middle East & North Africa","1986","12278000000",""
"Middle East & North Africa","1985","11549000000",""
"Middle East & North Africa","1984","12951000000",""
"Middle East & North Africa","1983","14694000000",""
"Middle East & North Africa","1982","17642000000",""
"Middle East & North Africa","1981","15328000000",""
"Middle East & North Africa","1980","13395000000",""
"Middle East & North Africa","1979","12722000000",""
"Middle East & North Africa","1978","16455000000",""
"Middle East & North Africa","1977","16381000000",""
"Middle East & North Africa","1976","11974000000",""
"Middle East & North Africa","1975","13073000000",""
"Middle East & North Africa","1974","12730000000",""
"Middle East & North Africa","1973","13041000000",""
"Middle East & North Africa","1972","8790000000",""
"Middle East & North Africa","1971","6910000000",""
"Middle East & North Africa","1970","5996000000",""
"Middle East & North Africa","1969","6253000000",""
"Middle East & North Africa","1968","5251000000",""
"Middle East & North Africa","1967","5314000000",""
"Middle East & North Africa","1966","4173000000",""
"Middle East & North Africa","1965","2512000000",""
"Middle East & North Africa","1964","2047000000",""
"Middle East & North Africa","1963","1747000000",""
"Middle East & North Africa","1962","1611000000",""
"Middle East & North Africa","1961","965000000",""
"Middle East & North Africa","1960","692000000",""
"Middle East & North Africa (excluding high income)","2017","4926000000",""
"Middle East & North Africa (excluding high income)","2016","7373000000",""
"Middle East & North Africa (excluding high income)","2015","4139000000",""
"Middle East & North Africa (excluding high income)","2014","2311000000",""
"Middle East & North Africa (excluding high income)","2013","2062000000",""
"Middle East & North Africa (excluding high income)","2012","3191000000",""
"Middle East & North Africa (excluding high income)","2011","4467000000",""
"Middle East & North Africa (excluding high income)","2010","3112000000",""
"Middle East & North Africa (excluding high income)","2009","2253000000",""
"Middle East & North Africa (excluding high income)","2008","2845000000",""
"Middle East & North Africa (excluding high income)","2007","2117000000",""
"Middle East & North Africa (excluding high income)","2006","2031000000",""
"Middle East & North Africa (excluding high income)","2005","1859000000",""
"Middle East & North Africa (excluding high income)","2003","1532000000",""
"Middle East & North Africa (excluding high income)","2002","2415000000",""
"Middle East & North Africa (excluding high income)","2001","2197000000",""
"Middle East & North Africa (excluding high income)","2000","2148000000",""
"Middle East & North Africa (excluding high income)","1999","1464000000",""
"Middle East & North Africa (excluding high income)","1998","1277000000",""
"Middle East & North Africa (excluding high income)","1997","1650000000",""
"Middle East & North Africa (excluding high income)","1996","1999000000",""
"Middle East & North Africa (excluding high income)","1995","2664000000",""
"Middle East & North Africa (excluding high income)","1994","2857000000",""
"Middle East & North Africa (excluding high income)","1993","2581000000",""
"Middle East & North Africa (excluding high income)","1992","1781000000",""
"Middle East & North Africa (excluding high income)","1991","3488000000",""
"Middle East & North Africa (excluding high income)","1990","3514000000",""
"Middle East & North Africa (excluding high income)","1989","3548000000",""
"Middle East & North Africa (excluding high income)","1988","4801000000",""
"Middle East & North Africa (excluding high income)","1987","8124000000",""
"Middle East & North Africa (excluding high income)","1986","7751000000",""
"Middle East & North Africa (excluding high income)","1985","9017000000",""
"Middle East & North Africa (excluding high income)","1984","10447000000",""
"Middle East & North Africa (excluding high income)","1983","11093000000",""
"Middle East & North Africa (excluding high income)","1982","13851000000",""
"Middle East & North Africa (excluding high income)","1981","11255000000",""
"Middle East & North Africa (excluding high income)","1980","10703000000",""
"Middle East & North Africa (excluding high income)","1979","10969000000",""
"Middle East & North Africa (excluding high income)","1978","13285000000",""
"Middle East & North Africa (excluding high income)","1977","13070000000",""
"Middle East & North Africa (excluding high income)","1976","8738000000",""
"Middle East & North Africa (excluding high income)","1975","10506000000",""
"Middle East & North Africa (excluding high income)","1974","10990000000",""
"Middle East & North Africa (excluding high income)","1973","10722000000",""
"Middle East & North Africa (excluding high income)","1972","7722000000",""
"Middle East & North Africa (excluding high income)","1971","5344000000",""
"Middle East & North Africa (excluding high income)","1970","4661000000",""
"Middle East & North Africa (excluding high income)","1969","4350000000",""
"Middle East & North Africa (excluding high income)","1968","3710000000",""
"Middle East & North Africa (excluding high income)","1967","4815000000",""
"Middle East & North Africa (excluding high income)","1966","3608000000",""
"Middle East & North Africa (excluding high income)","1965","2000000000",""
"Middle East & North Africa (excluding high income)","1964","1578000000",""
"Middle East & North Africa (excluding high income)","1963","1316000000",""
"Middle East & North Africa (excluding high income)","1962","1318000000",""
"Middle East & North Africa (excluding high income)","1961","869000000",""
"Middle East & North Africa (excluding high income)","1960","467000000",""
"Middle East & North Africa (IDA & IBRD)","2017","4926000000",""
"Middle East & North Africa (IDA & IBRD)","2016","7373000000",""
"Middle East & North Africa (IDA & IBRD)","2015","4139000000",""
"Middle East & North Africa (IDA & IBRD)","2014","2311000000",""
"Middle East & North Africa (IDA & IBRD)","2013","2062000000",""
"Middle East & North Africa (IDA & IBRD)","2012","3191000000",""
"Middle East & North Africa (IDA & IBRD)","2011","4467000000",""
"Middle East & North Africa (IDA & IBRD)","2010","3106000000",""
"Middle East & North Africa (IDA & IBRD)","2009","2239000000",""
"Middle East & North Africa (IDA & IBRD)","2008","2845000000",""
"Middle East & North Africa (IDA & IBRD)","2007","2115000000",""
"Middle East & North Africa (IDA & IBRD)","2006","2031000000",""
"Middle East & North Africa (IDA & IBRD)","2005","1859000000",""
"Middle East & North Africa (IDA & IBRD)","2003","1532000000",""
"Middle East & North Africa (IDA & IBRD)","2002","2415000000",""
"Middle East & North Africa (IDA & IBRD)","2001","2197000000",""
"Middle East & North Africa (IDA & IBRD)","2000","2148000000",""
"Middle East & North Africa (IDA & IBRD)","1999","1464000000",""
"Middle East & North Africa (IDA & IBRD)","1998","1277000000",""
"Middle East & North Africa (IDA & IBRD)","1997","1650000000",""
"Middle East & North Africa (IDA & IBRD)","1996","1990000000",""
"Middle East & North Africa (IDA & IBRD)","1995","2663000000",""
"Middle East & North Africa (IDA & IBRD)","1994","2852000000",""
"Middle East & North Africa (IDA & IBRD)","1993","2581000000",""
"Middle East & North Africa (IDA & IBRD)","1992","1781000000",""
"Middle East & North Africa (IDA & IBRD)","1991","3488000000",""
"Middle East & North Africa (IDA & IBRD)","1990","3514000000",""
"Middle East & North Africa (IDA & IBRD)","1989","3548000000",""
"Middle East & North Africa (IDA & IBRD)","1988","4801000000",""
"Middle East & North Africa (IDA & IBRD)","1987","8124000000",""
"Middle East & North Africa (IDA & IBRD)","1986","7751000000",""
"Middle East & North Africa (IDA & IBRD)","1985","9017000000",""
"Middle East & North Africa (IDA & IBRD)","1984","10447000000",""
"Middle East & North Africa (IDA & IBRD)","1983","11093000000",""
"Middle East & North Africa (IDA & IBRD)","1982","13851000000",""
"Middle East & North Africa (IDA & IBRD)","1981","11255000000",""
"Middle East & North Africa (IDA & IBRD)","1980","10703000000",""
"Middle East & North Africa (IDA & IBRD)","1979","10969000000",""
"Middle East & North Africa (IDA & IBRD)","1978","13285000000",""
"Middle East & North Africa (IDA & IBRD)","1977","13070000000",""
"Middle East & North Africa (IDA & IBRD)","1976","8738000000",""
"Middle East & North Africa (IDA & IBRD)","1975","10506000000",""
"Middle East & North Africa (IDA & IBRD)","1974","10990000000",""
"Middle East & North Africa (IDA & IBRD)","1973","10722000000",""
"Middle East & North Africa (IDA & IBRD)","1972","7722000000",""
"Middle East & North Africa (IDA & IBRD)","1971","5344000000",""
"Middle East & North Africa (IDA & IBRD)","1970","4661000000",""
"Middle East & North Africa (IDA & IBRD)","1969","4350000000",""
"Middle East & North Africa (IDA & IBRD)","1968","3710000000",""
"Middle East & North Africa (IDA & IBRD)","1967","4815000000",""
"Middle East & North Africa (IDA & IBRD)","1966","3608000000",""
"Middle East & North Africa (IDA & IBRD)","1965","2000000000",""
"Middle East & North Africa (IDA & IBRD)","1964","1578000000",""
"Middle East & North Africa (IDA & IBRD)","1963","1316000000",""
"Middle East & North Africa (IDA & IBRD)","1962","1318000000",""
"Middle East & North Africa (IDA & IBRD)","1961","869000000",""
"Middle East & North Africa (IDA & IBRD)","1960","467000000",""
"Middle income","2017","15527000000",""
"Middle income","2016","18651000000",""
"Middle income","2015","15046000000",""
"Middle income","2014","14504000000",""
"Middle income","2013","15831000000",""
"Middle income","2012","16409000000",""
"Middle income","2011","16190000000",""
"Middle income","2010","12514000000",""
"Middle income","2009","11299000000",""
"Middle income","2008","11418000000",""
"Middle income","2007","12137000000",""
"Middle income","2006","10705000000",""
"Middle income","2005","10436000000",""
"Middle income","2004","9877000000",""
"Middle income","2003","9110000000",""
"Middle income","2002","9847000000",""
"Middle income","2001","9901000000",""
"Middle income","2000","8701000000",""
"Middle income","1999","10249000000",""
"Middle income","1998","7437000000",""
"Middle income","1997","10648000000",""
"Middle income","1996","9482000000",""
"Middle income","1995","9647000000",""
"Middle income","1994","9983000000",""
"Middle income","1993","9430000000",""
"Middle income","1992","8026000000",""
"Middle income","1991","9771000000",""
"Middle income","1990","11083000000",""
"Middle income","1989","12007000000",""
"Middle income","1988","13319000000",""
"Middle income","1987","17525000000",""
"Middle income","1986","16135000000",""
"Middle income","1985","16968000000",""
"Middle income","1984","19863000000",""
"Middle income","1983","19320000000",""
"Middle income","1982","21935000000",""
"Middle income","1981","21888000000",""
"Middle income","1980","19265000000",""
"Middle income","1979","17262000000",""
"Middle income","1978","21425000000",""
"Middle income","1977","20820000000",""
"Middle income","1976","15569000000",""
"Middle income","1975","17100000000",""
"Middle income","1974","14229000000",""
"Middle income","1973","15645000000",""
"Middle income","1972","14946000000",""
"Middle income","1971","12785000000",""
"Middle income","1970","10380000000",""
"Middle income","1969","9655000000",""
"Middle income","1968","9068000000",""
"Middle income","1967","9516000000",""
"Middle income","1966","8513000000",""
"Middle income","1965","7147000000",""
"Middle income","1964","6413000000",""
"Middle income","1963","5670000000",""
"Middle income","1962","6326000000",""
"Middle income","1960","6131000000",""
"Moldova","1995","9000000",""
"Moldova","1994","3000000",""
"Moldova","1992","8000000",""
"Mongolia","2015","74000000",""
"Mongolia","2012","79000000",""
"Mongolia","2011","3000000",""
"Mongolia","2010","27000000",""
"Mongolia","2008","14000000",""
"Mongolia","1988","27000000",""
"Mongolia","1987","36000000",""
"Mongolia","1986","27000000",""
"Mongolia","1985","98000000",""
"Mongolia","1984","110000000",""
"Mongolia","1983","114000000",""
"Mongolia","1982","152000000",""
"Mongolia","1981","72000000",""
"Mongolia","1980","60000000",""
"Mongolia","1979","29000000",""
"Mongolia","1978","42000000",""
"Mongolia","1977","24000000",""
"Mongolia","1976","26000000",""
"Mongolia","1975","190000000",""
"Mongolia","1974","76000000",""
"Mongolia","1973","58000000",""
"Mongolia","1972","8000000",""
"Mongolia","1971","13000000",""
"Mongolia","1970","15000000",""
"Mongolia","1969","14000000",""
"Mongolia","1968","15000000",""
"Mongolia","1967","63000000",""
"Mongolia","1966","116000000",""
"Mongolia","1965","137000000",""
"Mongolia","1964","124000000",""
"Mongolia","1963","103000000",""
"Mongolia","1962","112000000",""
"Mongolia","1961","83000000",""
"Mongolia","1960","10000000",""
"Montenegro","2016","0","2"
"Montenegro","2015","1000000",""
"Morocco","2017","351000000",""
"Morocco","2016","254000000",""
"Morocco","2015","46000000",""
"Morocco","2014","560000000",""
"Morocco","2013","76000000",""
"Morocco","2012","896000000",""
"Morocco","2011","1403000000",""
"Morocco","2010","306000000",""
"Morocco","2009","39000000",""
"Morocco","2008","46000000",""
"Morocco","2007","27000000",""
"Morocco","2006","47000000",""
"Morocco","2005","101000000",""
"Morocco","2004","14000000",""
"Morocco","2003","12000000",""
"Morocco","2002","156000000",""
"Morocco","2001","11000000",""
"Morocco","2000","125000000",""
"Morocco","1999","60000000",""
"Morocco","1997","225000000",""
"Morocco","1996","94000000",""
"Morocco","1995","30000000",""
"Morocco","1994","117000000",""
"Morocco","1993","100000000",""
"Morocco","1992","17000000",""
"Morocco","1991","62000000",""
"Morocco","1990","137000000",""
"Morocco","1989","126000000",""
"Morocco","1988","111000000",""
"Morocco","1987","32000000",""
"Morocco","1986","31000000",""
"Morocco","1985","38000000",""
"Morocco","1984","59000000",""
"Morocco","1983","381000000",""
"Morocco","1982","512000000",""
"Morocco","1981","777000000",""
"Morocco","1980","453000000",""
"Morocco","1979","723000000",""
"Morocco","1978","419000000",""
"Morocco","1977","408000000",""
"Morocco","1976","216000000",""
"Morocco","1975","206000000",""
"Morocco","1974","198000000",""
"Morocco","1973","21000000",""
"Morocco","1971","1000000",""
"Morocco","1970","77000000",""
"Morocco","1969","38000000",""
"Morocco","1968","105000000",""
"Morocco","1967","165000000",""
"Morocco","1966","151000000",""
"Morocco","1965","81000000",""
"Morocco","1964","16000000",""
"Morocco","1963","14000000",""
"Morocco","1962","93000000",""
"Morocco","1961","37000000",""
"Morocco","1960","20000000",""
"Mozambique","2015","0","2"
"Mozambique","2014","12000000",""
"Mozambique","2013","9000000",""
"Mozambique","2012","0","2"
"Mozambique","2011","0","2"
"Mozambique","2003","1000000",""
"Mozambique","2000","0","2"
"Mozambique","1999","2000000",""
"Mozambique","1986","6000000",""
"Mozambique","1985","73000000",""
"Mozambique","1984","94000000",""
"Mozambique","1983","59000000",""
"Mozambique","1982","64000000",""
"Mozambique","1981","60000000",""
"Mozambique","1980","54000000",""
"Mozambique","1979","111000000",""
"Mozambique","1978","492000000",""
"Mozambique","1977","148000000",""
"Mozambique","1976","33000000",""
"Mozambique","1975","29000000",""
"Myanmar","2017","167000000",""
"Myanmar","2016","261000000",""
"Myanmar","2015","245000000",""
"Myanmar","2014","101000000",""
"Myanmar","2013","251000000",""
"Myanmar","2012","398000000",""
"Myanmar","2011","667000000",""
"Myanmar","2010","68000000",""
"Myanmar","2009","52000000",""
"Myanmar","2008","93000000",""
"Myanmar","2007","138000000",""
"Myanmar","2006","175000000",""
"Myanmar","2005","160000000",""
"Myanmar","2004","194000000",""
"Myanmar","2003","95000000",""
"Myanmar","2002","157000000",""
"Myanmar","2001","149000000",""
"Myanmar","2000","16000000",""
"Myanmar","1999","141000000",""
"Myanmar","1998","156000000",""
"Myanmar","1997","231000000",""
"Myanmar","1996","118000000",""
"Myanmar","1995","223000000",""
"Myanmar","1994","97000000",""
"Myanmar","1993","323000000",""
"Myanmar","1992","65000000",""
"Myanmar","1991","232000000",""
"Myanmar","1990","266000000",""
"Myanmar","1989","34000000",""
"Myanmar","1986","8000000",""
"Myanmar","1982","38000000",""
"Myanmar","1980","40000000",""
"Myanmar","1979","19000000",""
"Myanmar","1978","25000000",""
"Myanmar","1977","9000000",""
"Myanmar","1976","10000000",""
"Myanmar","1975","53000000",""
"Myanmar","1972","4000000",""
"Myanmar","1971","23000000",""
"Myanmar","1970","4000000",""
"Myanmar","1969","22000000",""
"Myanmar","1968","6000000",""
"Myanmar","1967","13000000",""
"Myanmar","1966","3000000",""
"Myanmar","1965","19000000",""
"Myanmar","1964","18000000",""
"Myanmar","1963","27000000",""
"Myanmar","1962","14000000",""
"Myanmar","1961","16000000",""
"Myanmar","1960","5000000",""
"Namibia","2017","1000000",""
"Namibia","2014","2000000",""
"Namibia","2013","9000000",""
"Namibia","2012","57000000",""
"Namibia","2011","1000000",""
"Namibia","2009","15000000",""
"Namibia","2008","66000000",""
"Namibia","2007","6000000",""
"Namibia","2006","72000000",""
"Namibia","2004","16000000",""
"Namibia","2002","11000000",""
"Namibia","2001","21000000",""
"Namibia","1998","5000000",""
"Namibia","1997","5000000",""
"Namibia","1995","4000000",""
"Namibia","1994","2000000",""
"Nepal","2015","14000000",""
"Nepal","2014","5000000",""
"Nepal","2011","3000000",""
"Nepal","2008","1000000",""
"Nepal","2005","6000000",""
"Nepal","2004","34000000",""
"Nepal","2003","9000000",""
"Nepal","2002","9000000",""
"Nepal","2001","11000000",""
"Nepal","1995","1000000",""
"Nepal","1992","1000000",""
"Nepal","1989","1000000",""
"Nepal","1985","3000000",""
"Nepal","1984","3000000",""
"Nepal","1981","1000000",""
"Nepal","1976","6000000",""
"Nepal","1975","15000000",""
"Nepal","1974","2000000",""
"Nepal","1973","1000000",""
"Nepal","1972","3000000",""
"Nepal","1971","8000000",""
"Nepal","1970","8000000",""
"Nepal","1966","0","2"
"Nepal","1965","2000000",""
"Netherlands","2017","35000000",""
"Netherlands","2016","115000000",""
"Netherlands","2015","64000000",""
"Netherlands","2014","11000000",""
"Netherlands","2013","331000000",""
"Netherlands","2012","375000000",""
"Netherlands","2011","147000000",""
"Netherlands","2010","193000000",""
"Netherlands","2009","296000000",""
"Netherlands","2008","157000000",""
"Netherlands","2007","240000000",""
"Netherlands","2006","320000000",""
"Netherlands","2005","102000000",""
"Netherlands","2004","127000000",""
